week_start,history_window_weeks,history_week_index,weeks_from_current,is_latest_week,product_group,sku_id,sku_name,channel_group,sales_channel,own_price,competitor_price,price_gap_vs_competitor,social_buzz_score,units_sold,revenue,promo_depth_pct
2025-03-31,52,2,-50,False,sunscreen,SUN_S2,Glowscreen SPF 40,mass,target,31.95,33.35,-0.042,43.86,71,2268.45,10.0
2025-03-31,52,2,-50,False,sunscreen,SUN_S2,Glowscreen SPF 40,mass,amazon,32.2,33.05,-0.0257,45.89,49,1577.8,8.0
2025-03-31,52,2,-50,False,sunscreen,SUN_S2,Glowscreen SPF 40,prestige,sephora,36.66,37.38,-0.0193,49.09,39,1429.74,6.0
2025-03-31,52,2,-50,False,sunscreen,SUN_S2,Glowscreen SPF 40,prestige,ulta,36.96,37.68,-0.0191,50.47,32,1182.72,4.0
2025-03-31,52,2,-50,False,sunscreen,SUN_S3,Every. Single. Face. Watery Lotion SPF 50,mass,target,27.72,30.18,-0.0815,50.45,89,2467.08,12.0
2025-03-31,52,2,-50,False,sunscreen,SUN_S3,Every. Single. Face. Watery Lotion SPF 50,mass,amazon,27.28,29.75,-0.083,46.1,64,1745.92,12.0
2025-03-31,52,2,-50,False,sunscreen,SUN_S3,Every. Single. Face. Watery Lotion SPF 50,prestige,sephora,33.6,34.23,-0.0184,47.51,37,1243.2,4.0
2025-03-31,52,2,-50,False,sunscreen,SUN_S3,Every. Single. Face. Watery Lotion SPF 50,prestige,ulta,33.12,33.7,-0.0172,48.32,31,1026.72,4.0
2025-03-31,52,2,-50,False,moisturizer,MOI_M1,Superscreen Hydrating Daily Cream SPF 40,mass,target,38.5,36.63,0.0511,54.04,45,1732.5,0.0
2025-03-31,52,2,-50,False,moisturizer,MOI_M1,Superscreen Hydrating Daily Cream SPF 40,mass,amazon,38.0,35.7,0.0644,53.98,35,1330.0,0.0
2025-03-31,52,2,-50,False,moisturizer,MOI_M1,Superscreen Hydrating Daily Cream SPF 40,prestige,sephora,48.0,46.2,0.039,53.31,34,1632.0,0.0
2025-03-31,52,2,-50,False,moisturizer,MOI_M1,Superscreen Hydrating Daily Cream SPF 40,prestige,ulta,47.5,46.72,0.0167,55.17,27,1282.5,0.0
2025-03-31,52,2,-50,False,moisturizer,MOI_M2,Mineral Sheerscreen SPF 30,mass,target,31.5,29.4,0.0714,56.15,49,1543.5,0.0
2025-03-31,52,2,-50,False,moisturizer,MOI_M2,Mineral Sheerscreen SPF 30,mass,amazon,31.0,29.3,0.058,49.5,36,1116.0,0.0
2025-03-31,52,2,-50,False,moisturizer,MOI_M2,Mineral Sheerscreen SPF 30,prestige,sephora,41.0,39.35,0.0419,55.5,31,1271.0,0.0
2025-03-31,52,2,-50,False,moisturizer,MOI_M2,Mineral Sheerscreen SPF 30,prestige,ulta,40.5,39.87,0.0158,54.51,27,1093.5,0.0
2025-03-31,52,2,-50,False,moisturizer,MOI_M3,(Re)setting 100% Mineral Powder SPF 35,mass,target,27.5,26.07,0.0549,50.06,44,1210.0,0.0
2025-03-31,52,2,-50,False,moisturizer,MOI_M3,(Re)setting 100% Mineral Powder SPF 35,mass,amazon,27.0,25.84,0.0449,51.71,32,864.0,0.0
2025-03-31,52,2,-50,False,moisturizer,MOI_M3,(Re)setting 100% Mineral Powder SPF 35,prestige,sephora,36.0,34.76,0.0357,55.18,31,1116.0,0.0
2025-03-31,52,2,-50,False,moisturizer,MOI_M3,(Re)setting 100% Mineral Powder SPF 35,prestige,ulta,35.5,34.35,0.0335,53.12,23,816.5,0.0
2025-04-07,52,3,-49,False,sunscreen,SUN_S1,Unseen Sunscreen SPF 50,mass,target,33.5,31.69,0.0571,51.19,79,2646.5,0.0
2025-04-07,52,3,-49,False,sunscreen,SUN_S1,Unseen Sunscreen SPF 50,mass,amazon,33.0,30.99,0.0649,52.01,60,1980.0,0.0
2025-04-07,52,3,-49,False,sunscreen,SUN_S1,Unseen Sunscreen SPF 50,prestige,sephora,35.1,37.27,-0.0582,53.29,62,2176.2,10.0
2025-04-07,52,3,-49,False,sunscreen,SUN_S1,Unseen Sunscreen SPF 50,prestige,ulta,35.42,36.5,-0.0296,56.46,52,1841.84,8.0
2025-04-07,52,3,-49,False,sunscreen,SUN_S2,Glowscreen SPF 40,mass,target,35.5,33.96,0.0453,54.03,66,2343.0,0.0
2025-04-07,52,3,-49,False,sunscreen,SUN_S2,Glowscreen SPF 40,mass,amazon,35.0,32.91,0.0635,50.48,46,1610.0,0.0
2025-04-07,52,3,-49,False,sunscreen,SUN_S2,Glowscreen SPF 40,prestige,sephora,36.66,36.51,0.0041,56.41,46,1686.36,6.0
2025-04-07,52,3,-49,False,sunscreen,SUN_S2,Glowscreen SPF 40,prestige,ulta,36.19,36.72,-0.0144,52.64,38,1375.22,6.0
2025-04-07,52,3,-49,False,sunscreen,SUN_S3,Every. Single. Face. Watery Lotion SPF 50,mass,target,31.5,29.37,0.0725,48.52,78,2457.0,0.0
2025-04-07,52,3,-49,False,sunscreen,SUN_S3,Every. Single. Face. Watery Lotion SPF 50,mass,amazon,31.0,29.71,0.0434,50.16,53,1643.0,0.0
2025-04-07,52,3,-49,False,sunscreen,SUN_S3,Every. Single. Face. Watery Lotion SPF 50,prestige,sephora,32.2,32.97,-0.0234,54.04,43,1384.6,8.0
2025-04-07,52,3,-49,False,sunscreen,SUN_S3,Every. Single. Face. Watery Lotion SPF 50,prestige,ulta,31.74,32.72,-0.03,54.72,44,1396.56,8.0
2025-04-07,52,3,-49,False,moisturizer,MOI_M1,Superscreen Hydrating Daily Cream SPF 40,mass,target,38.5,36.89,0.0436,53.89,42,1617.0,0.0
2025-04-07,52,3,-49,False,moisturizer,MOI_M1,Superscreen Hydrating Daily Cream SPF 40,mass,amazon,38.0,35.85,0.06,50.69,34,1292.0,0.0
2025-04-07,52,3,-49,False,moisturizer,MOI_M1,Superscreen Hydrating Daily Cream SPF 40,prestige,sephora,44.16,45.38,-0.0269,52.89,34,1501.44,8.0
2025-04-07,52,3,-49,False,moisturizer,MOI_M1,Superscreen Hydrating Daily Cream SPF 40,prestige,ulta,43.7,44.74,-0.0232,50.07,31,1354.7,8.0
2025-04-07,52,3,-49,False,moisturizer,MOI_M2,Mineral Sheerscreen SPF 30,mass,target,31.5,30.16,0.0444,50.67,48,1512.0,0.0
2025-04-07,52,3,-49,False,moisturizer,MOI_M2,Mineral Sheerscreen SPF 30,mass,amazon,31.0,29.18,0.0624,52.43,33,1023.0,0.0
2025-04-07,52,3,-49,False,moisturizer,MOI_M2,Mineral Sheerscreen SPF 30,prestige,sephora,36.9,38.61,-0.0443,50.96,40,1476.0,10.0
2025-04-07,52,3,-49,False,moisturizer,MOI_M2,Mineral Sheerscreen SPF 30,prestige,ulta,37.26,37.95,-0.0182,50.16,28,1043.28,8.0
2025-04-07,52,3,-49,False,moisturizer,MOI_M3,(Re)setting 100% Mineral Powder SPF 35,mass,target,27.5,26.09,0.054,53.88,40,1100.0,0.0
2025-04-07,52,3,-49,False,moisturizer,MOI_M3,(Re)setting 100% Mineral Powder SPF 35,mass,amazon,27.0,25.34,0.0655,52.3,30,810.0,0.0
2025-04-07,52,3,-49,False,moisturizer,MOI_M3,(Re)setting 100% Mineral Powder SPF 35,prestige,sephora,33.12,34.02,-0.0265,54.01,27,894.24,8.0
2025-04-07,52,3,-49,False,moisturizer,MOI_M3,(Re)setting 100% Mineral Powder SPF 35,prestige,ulta,33.37,34.02,-0.0191,52.27,25,834.25,6.0
2025-04-14,52,4,-48,False,sunscreen,SUN_S1,Unseen Sunscreen SPF 50,mass,target,33.5,31.44,0.0655,55.75,72,2412.0,0.0
2025-04-14,52,4,-48,False,sunscreen,SUN_S1,Unseen Sunscreen SPF 50,mass,amazon,33.0,31.34,0.053,52.0,57,1881.0,0.0
2025-04-14,52,4,-48,False,sunscreen,SUN_S1,Unseen Sunscreen SPF 50,prestige,sephora,36.66,37.12,-0.0124,51.64,59,2162.94,6.0
2025-04-14,52,4,-48,False,sunscreen,SUN_S1,Unseen Sunscreen SPF 50,prestige,ulta,34.65,36.92,-0.0615,53.78,55,1905.75,10.0
2025-04-14,52,4,-48,False,sunscreen,SUN_S2,Glowscreen SPF 40,mass,target,35.5,33.16,0.0706,54.57,69,2449.5,0.0
2025-04-14,52,4,-48,False,sunscreen,SUN_S2,Glowscreen SPF 40,mass,amazon,35.0,33.08,0.058,50.49,53,1855.0,0.0
2025-04-14,52,4,-48,False,sunscreen,SUN_S2,Glowscreen SPF 40,prestige,sephora,35.88,37.39,-0.0404,52.67,50,1794.0,8.0
2025-04-14,52,4,-48,False,sunscreen,SUN_S2,Glowscreen SPF 40,prestige,ulta,35.42,36.92,-0.0406,57.18,40,1416.8,8.0
2025-04-14,52,4,-48,False,sunscreen,SUN_S3,Every. Single. Face. Watery Lotion SPF 50,mass,target,31.5,30.22,0.0424,55.43,77,2425.5,0.0
2025-04-14,52,4,-48,False,sunscreen,SUN_S3,Every. Single. Face. Watery Lotion SPF 50,mass,amazon,31.0,29.28,0.0587,53.76,62,1922.0,0.0
2025-04-14,52,4,-48,False,sunscreen,SUN_S3,Every. Single. Face. Watery Lotion SPF 50,prestige,sephora,31.5,33.11,-0.0486,55.76,49,1543.5,10.0
2025-04-14,52,4,-48,False,sunscreen,SUN_S3,Every. Single. Face. Watery Lotion SPF 50,prestige,ulta,31.74,33.13,-0.042,52.87,43,1364.82,8.0
2025-04-14,52,4,-48,False,moisturizer,MOI_M1,Superscreen Hydrating Daily Cream SPF 40,mass,target,38.5,36.71,0.0488,49.3,41,1578.5,0.0
2025-04-14,52,4,-48,False,moisturizer,MOI_M1,Superscreen Hydrating Daily Cream SPF 40,mass,amazon,38.0,35.8,0.0615,51.67,34,1292.0,0.0
2025-04-14,52,4,-48,False,moisturizer,MOI_M1,Superscreen Hydrating Daily Cream SPF 40,prestige,sephora,43.2,45.57,-0.052,56.25,38,1641.6,10.0
2025-04-14,52,4,-48,False,moisturizer,MOI_M1,Superscreen Hydrating Daily Cream SPF 40,prestige,ulta,43.7,45.24,-0.034,52.42,29,1267.3,8.0
2025-04-14,52,4,-48,False,moisturizer,MOI_M2,Mineral Sheerscreen SPF 30,mass,target,31.5,29.61,0.0638,51.71,45,1417.5,0.0
2025-04-14,52,4,-48,False,moisturizer,MOI_M2,Mineral Sheerscreen SPF 30,mass,amazon,31.0,28.94,0.0712,48.79,31,961.0,0.0
2025-04-14,52,4,-48,False,moisturizer,MOI_M2,Mineral Sheerscreen SPF 30,prestige,sephora,37.72,39.31,-0.0404,52.04,39,1471.08,8.0
2025-04-14,52,4,-48,False,moisturizer,MOI_M2,Mineral Sheerscreen SPF 30,prestige,ulta,38.07,37.98,0.0024,55.86,30,1142.1,6.0
2025-04-14,52,4,-48,False,moisturizer,MOI_M3,(Re)setting 100% Mineral Powder SPF 35,mass,target,27.5,26.34,0.044,49.26,42,1155.0,0.0
2025-04-14,52,4,-48,False,moisturizer,MOI_M3,(Re)setting 100% Mineral Powder SPF 35,mass,amazon,27.0,25.62,0.0539,53.47,31,837.0,0.0
2025-04-14,52,4,-48,False,moisturizer,MOI_M3,(Re)setting 100% Mineral Powder SPF 35,prestige,sephora,32.4,34.19,-0.0524,52.62,29,939.6,10.0
2025-04-14,52,4,-48,False,moisturizer,MOI_M3,(Re)setting 100% Mineral Powder SPF 35,prestige,ulta,33.37,33.38,-0.0003,50.0,24,800.88,6.0
2025-04-21,52,5,-47,False,sunscreen,SUN_S1,Unseen Sunscreen SPF 50,mass,target,33.5,31.55,0.0618,53.97,81,2713.5,0.0
2025-04-21,52,5,-47,False,sunscreen,SUN_S1,Unseen Sunscreen SPF 50,mass,amazon,33.0,31.63,0.0433,50.54,60,1980.0,0.0
2025-04-21,52,5,-47,False,sunscreen,SUN_S1,Unseen Sunscreen SPF 50,prestige,sephora,36.66,36.48,0.0049,56.32,54,1979.64,6.0
2025-04-21,52,5,-47,False,sunscreen,SUN_S1,Unseen Sunscreen SPF 50,prestige,ulta,35.42,36.76,-0.0365,56.99,47,1664.74,8.0
2025-04-21,52,5,-47,False,sunscreen,SUN_S2,Glowscreen SPF 40,mass,target,35.5,33.57,0.0575,53.7,68,2414.0,0.0
2025-04-21,52,5,-47,False,sunscreen,SUN_S2,Glowscreen SPF 40,mass,amazon,35.0,33.22,0.0536,50.81,48,1680.0,0.0
2025-04-21,52,5,-47,False,sunscreen,SUN_S2,Glowscreen SPF 40,prestige,sephora,36.66,37.43,-0.0206,55.84,46,1686.36,6.0
2025-04-21,52,5,-47,False,sunscreen,SUN_S2,Glowscreen SPF 40,prestige,ulta,35.42,36.46,-0.0285,53.03,41,1452.22,8.0
2025-04-21,52,5,-47,False,sunscreen,SUN_S3,Every. Single. Face. Watery Lotion SPF 50,mass,target,31.5,29.47,0.0689,50.82,71,2236.5,0.0
2025-04-21,52,5,-47,False,sunscreen,SUN_S3,Every. Single. Face. Watery Lotion SPF 50,mass,amazon,31.0,29.52,0.0501,54.42,56,1736.0,0.0
2025-04-21,52,5,-47,False,sunscreen,SUN_S3,Every. Single. Face. Watery Lotion SPF 50,prestige,sephora,32.9,33.52,-0.0185,53.99,43,1414.7,6.0
2025-04-21,52,5,-47,False,sunscreen,SUN_S3,Every. Single. Face. Watery Lotion SPF 50,prestige,ulta,31.05,33.06,-0.0608,55.5,43,1335.15,10.0
2025-04-21,52,5,-47,False,moisturizer,MOI_M1,Superscreen Hydrating Daily Cream SPF 40,mass,target,38.5,36.15,0.065,50.26,43,1655.5,0.0
2025-04-21,52,5,-47,False,moisturizer,MOI_M1,Superscreen Hydrating Daily Cream SPF 40,mass,amazon,38.0,36.41,0.0437,51.16,31,1178.0,0.0
2025-04-21,52,5,-47,False,moisturizer,MOI_M1,Superscreen Hydrating Daily Cream SPF 40,prestige,sephora,43.2,45.06,-0.0413,53.68,36,1555.2,10.0
2025-04-21,52,5,-47,False,moisturizer,MOI_M1,Superscreen Hydrating Daily Cream SPF 40,prestige,ulta,43.7,44.91,-0.0269,51.54,30,1311.0,8.0
2025-04-21,52,5,-47,False,moisturizer,MOI_M2,Mineral Sheerscreen SPF 30,mass,target,31.5,29.89,0.0539,50.92,47,1480.5,0.0
2025-04-21,52,5,-47,False,moisturizer,MOI_M2,Mineral Sheerscreen SPF 30,mass,amazon,31.0,29.67,0.0448,53.27,31,961.0,0.0
2025-04-21,52,5,-47,False,moisturizer,MOI_M2,Mineral Sheerscreen SPF 30,prestige,sephora,38.54,38.35,0.005,51.97,35,1348.9,6.0
2025-04-21,52,5,-47,False,moisturizer,MOI_M2,Mineral Sheerscreen SPF 30,prestige,ulta,38.07,38.3,-0.006,55.8,29,1104.03,6.0
2025-04-21,52,5,-47,False,moisturizer,MOI_M3,(Re)setting 100% Mineral Powder SPF 35,mass,target,27.5,25.9,0.0618,46.88,38,1045.0,0.0
2025-04-21,52,5,-47,False,moisturizer,MOI_M3,(Re)setting 100% Mineral Powder SPF 35,mass,amazon,27.0,25.84,0.0449,53.41,29,783.0,0.0
2025-04-21,52,5,-47,False,moisturizer,MOI_M3,(Re)setting 100% Mineral Powder SPF 35,prestige,sephora,32.4,33.96,-0.0459,51.94,29,939.6,10.0
2025-04-21,52,5,-47,False,moisturizer,MOI_M3,(Re)setting 100% Mineral Powder SPF 35,prestige,ulta,33.37,33.13,0.0072,56.46,25,834.25,6.0
2025-04-28,52,6,-46,False,sunscreen,SUN_S1,Unseen Sunscreen SPF 50,mass,target,33.5,31.35,0.0686,50.16,77,2579.5,0.0
2025-04-28,52,6,-46,False,sunscreen,SUN_S1,Unseen Sunscreen SPF 50,mass,amazon,33.0,30.86,0.0693,52.36,57,1881.0,0.0
2025-04-28,52,6,-46,False,sunscreen,SUN_S1,Unseen Sunscreen SPF 50,prestige,sephora,35.1,36.65,-0.0423,56.17,56,1965.6,10.0
2025-04-28,52,6,-46,False,sunscreen,SUN_S1,Unseen Sunscreen SPF 50,prestige,ulta,34.65,35.98,-0.037,57.73,49,1697.85,10.0
2025-04-28,52,6,-46,False,sunscreen,SUN_S2,Glowscreen SPF 40,mass,target,35.5,33.63,0.0556,51.43,67,2378.5,0.0
2025-04-28,52,6,-46,False,sunscreen,SUN_S2,Glowscreen SPF 40,mass,amazon,35.0,32.81,0.0667,51.43,51,1785.0,0.0
2025-04-28,52,6,-46,False,sunscreen,SUN_S2,Glowscreen SPF 40,prestige,sephora,35.88,36.51,-0.0173,57.0,46,1650.48,8.0
2025-04-28,52,6,-46,False,sunscreen,SUN_S2,Glowscreen SPF 40,prestige,ulta,34.65,36.68,-0.0553,55.76,46,1593.9,10.0
2025-04-28,52,6,-46,False,sunscreen,SUN_S3,Every. Single. Face. Watery Lotion SPF 50,mass,target,31.5,29.74,0.0592,50.35,81,2551.5,0.0
2025-04-28,52,6,-46,False,sunscreen,SUN_S3,Every. Single. Face. Watery Lotion SPF 50,mass,amazon,31.0,29.6,0.0473,53.14,54,1674.0,0.0
2025-04-28,52,6,-46,False,sunscreen,SUN_S3,Every. Single. Face. Watery Lotion SPF 50,prestige,sephora,31.5,33.53,-0.0605,53.36,48,1512.0,10.0
2025-04-28,52,6,-46,False,sunscreen,SUN_S3,Every. Single. Face. Watery Lotion SPF 50,prestige,ulta,32.43,32.47,-0.0012,56.85,36,1167.48,6.0
2025-04-28,52,6,-46,False,moisturizer,MOI_M1,Superscreen Hydrating Daily Cream SPF 40,mass,target,38.5,36.05,0.068,53.2,43,1655.5,0.0
2025-04-28,52,6,-46,False,moisturizer,MOI_M1,Superscreen Hydrating Daily Cream SPF 40,mass,amazon,38.0,36.15,0.0512,49.88,31,1178.0,0.0
2025-04-28,52,6,-46,False,moisturizer,MOI_M1,Superscreen Hydrating Daily Cream SPF 40,prestige,sephora,45.12,44.9,0.0049,51.55,33,1488.96,6.0
2025-04-28,52,6,-46,False,moisturizer,MOI_M1,Superscreen Hydrating Daily Cream SPF 40,prestige,ulta,42.75,45.2,-0.0542,51.34,32,1368.0,10.0
2025-04-28,52,6,-46,False,moisturizer,MOI_M2,Mineral Sheerscreen SPF 30,mass,target,31.5,29.98,0.0507,51.1,42,1323.0,0.0
2025-04-28,52,6,-46,False,moisturizer,MOI_M2,Mineral Sheerscreen SPF 30,mass,amazon,31.0,28.98,0.0697,50.42,33,1023.0,0.0
2025-04-28,52,6,-46,False,moisturizer,MOI_M2,Mineral Sheerscreen SPF 30,prestige,sephora,37.72,38.69,-0.0251,49.59,35,1320.2,8.0
2025-04-28,52,6,-46,False,moisturizer,MOI_M2,Mineral Sheerscreen SPF 30,prestige,ulta,36.45,37.9,-0.0383,53.63,30,1093.5,10.0
2025-04-28,52,6,-46,False,moisturizer,MOI_M3,(Re)setting 100% Mineral Powder SPF 35,mass,target,27.5,25.72,0.0692,48.52,38,1045.0,0.0
2025-04-28,52,6,-46,False,moisturizer,MOI_M3,(Re)setting 100% Mineral Powder SPF 35,mass,amazon,27.0,25.48,0.0597,51.18,31,837.0,0.0
2025-04-28,52,6,-46,False,moisturizer,MOI_M3,(Re)setting 100% Mineral Powder SPF 35,prestige,sephora,32.4,33.78,-0.0409,55.72,30,972.0,10.0
2025-04-28,52,6,-46,False,moisturizer,MOI_M3,(Re)setting 100% Mineral Powder SPF 35,prestige,ulta,32.66,33.85,-0.0352,52.04,26,849.16,8.0
2025-05-05,52,7,-45,False,sunscreen,SUN_S1,Unseen Sunscreen SPF 50,mass,target,29.48,29.82,-0.0114,64.28,118,3478.64,12.0
2025-05-05,52,7,-45,False,sunscreen,SUN_S1,Unseen Sunscreen SPF 50,mass,amazon,27.06,31.18,-0.1321,65.21,114,3084.84,18.0
2025-05-05,52,7,-45,False,sunscreen,SUN_S1,Unseen Sunscreen SPF 50,prestige,sephora,39.0,37.86,0.0301,62.72,57,2223.0,0.0
2025-05-05,52,7,-45,False,sunscreen,SUN_S1,Unseen Sunscreen SPF 50,prestige,ulta,38.5,37.45,0.028,64.69,49,1886.5,0.0
2025-05-05,52,7,-45,False,sunscreen,SUN_S2,Glowscreen SPF 40,mass,target,30.18,31.42,-0.0395,65.41,114,3440.52,15.0
2025-05-05,52,7,-45,False,sunscreen,SUN_S2,Glowscreen SPF 40,mass,amazon,29.75,32.69,-0.0899,61.43,83,2469.25,15.0
2025-05-05,52,7,-45,False,sunscreen,SUN_S2,Glowscreen SPF 40,prestige,sephora,39.0,37.16,0.0495,64.49,52,2028.0,0.0
2025-05-05,52,7,-45,False,sunscreen,SUN_S2,Glowscreen SPF 40,prestige,ulta,38.5,36.73,0.0482,67.17,45,1732.5,0.0
2025-05-05,52,7,-45,False,sunscreen,SUN_S3,Every. Single. Face. Watery Lotion SPF 50,mass,target,26.77,28.05,-0.0456,62.59,128,3426.56,15.0
2025-05-05,52,7,-45,False,sunscreen,SUN_S3,Every. Single. Face. Watery Lotion SPF 50,mass,amazon,26.35,29.26,-0.0995,60.34,95,2503.25,15.0
2025-05-05,52,7,-45,False,sunscreen,SUN_S3,Every. Single. Face. Watery Lotion SPF 50,prestige,sephora,35.0,33.55,0.0432,62.62,45,1575.0,0.0
2025-05-05,52,7,-45,False,sunscreen,SUN_S3,Every. Single. Face. Watery Lotion SPF 50,prestige,ulta,34.5,33.16,0.0404,63.62,41,1414.5,0.0
2025-05-05,52,7,-45,False,moisturizer,MOI_M1,Superscreen Hydrating Daily Cream SPF 40,mass,target,32.73,34.19,-0.0427,46.35,65,2127.45,15.0
2025-05-05,52,7,-45,False,moisturizer,MOI_M1,Superscreen Hydrating Daily Cream SPF 40,mass,amazon,31.16,35.42,-0.1203,51.85,53,1651.48,18.0
2025-05-05,52,7,-45,False,moisturizer,MOI_M1,Superscreen Hydrating Daily Cream SPF 40,prestige,sephora,48.0,46.27,0.0374,49.09,29,1392.0,0.0
2025-05-05,52,7,-45,False,moisturizer,MOI_M1,Superscreen Hydrating Daily Cream SPF 40,prestige,ulta,47.5,45.94,0.034,49.83,24,1140.0,0.0
2025-05-05,52,7,-45,False,moisturizer,MOI_M2,Mineral Sheerscreen SPF 30,mass,target,27.72,28.2,-0.017,45.74,52,1441.44,12.0
2025-05-05,52,7,-45,False,moisturizer,MOI_M2,Mineral Sheerscreen SPF 30,mass,amazon,27.28,29.19,-0.0654,50.02,41,1118.48,12.0
2025-05-05,52,7,-45,False,moisturizer,MOI_M2,Mineral Sheerscreen SPF 30,prestige,sephora,41.0,39.6,0.0354,52.07,32,1312.0,0.0
2025-05-05,52,7,-45,False,moisturizer,MOI_M2,Mineral Sheerscreen SPF 30,prestige,ulta,40.5,38.92,0.0406,52.62,25,1012.5,0.0
2025-05-05,52,7,-45,False,moisturizer,MOI_M3,(Re)setting 100% Mineral Powder SPF 35,mass,target,24.2,24.24,-0.0017,46.41,51,1234.2,12.0
2025-05-05,52,7,-45,False,moisturizer,MOI_M3,(Re)setting 100% Mineral Powder SPF 35,mass,amazon,23.76,25.46,-0.0668,52.69,38,902.88,12.0
